,Time,US dollar,Euro,Korean won
0,1978-12-29,78.53,55.93,
1,1979-01-01,78.53,55.93,
2,1979-01-02,78.8,56.02,31.05
3,1979-01-03,75.96,54.68,31.21
4,1979-01-04,77.54,55.82,31.38
5,1979-01-05,78.35,56.45,31.93
6,1979-01-08,77.52,55.65,31.89
7,1979-01-09,77.83,56.02,31.57
8,1979-01-10,76.69,55.28,31.24
9,1979-01-11,76.67,55.47,31.43
10,1979-01-12,75.61,54.71,30.88
11,1979-01-15,75.35,54.61,30.87
12,1979-01-16,76.67,55.34,31.12
13,1979-01-17,78.96,56.81,31.91
14,1979-01-18,80.52,57.8,32.25
15,1979-01-19,80.11,57.59,33.62
16,1979-01-22,81.65,58.76,33.37
17,1979-01-23,79.92,57.59,32.83
18,1979-01-24,82.04,59.04,33.36
19,1979-01-25,81.25,58.75,33.56
20,1979-01-26,81.81,59.02,33.42
21,1979-01-29,81.72,59.26,33.37
22,1979-01-30,81.13,58.79,33.28
23,1979-01-31,81.2,59.1,31.27
24,1979-02-01,79.69,58.29,32.74
25,1979-02-02,80.02,58.55,32.41
26,1979-02-05,84.47,61.31,33.49
27,1979-02-06,84.95,61.53,33.92
28,1979-02-07,87.42,62.7,34.51
29,1979-02-08,87.04,62.63,35.36
30,1979-02-09,85.74,61.74,34.0
31,1979-02-12,84.87,61.21,34.76
32,1979-02-13,83.6,60.43,33.99
33,1979-02-14,83.62,60.49,33.07
34,1979-02-15,86.08,62.17,34.12
35,1979-02-16,85.84,62.1,34.26
36,1979-02-19,86.21,62.36,34.78
37,1979-02-20,85.82,62.12,34.53
38,1979-02-21,87.13,63.09,34.64
39,1979-02-22,87.68,63.41,34.87
40,1979-02-23,87.21,63.01,34.69
41,1979-02-26,86.38,62.32,34.57
42,1979-02-27,86.14,62.21,34.19
43,1979-02-28,87.32,63.1,34.65
44,1979-03-01,86.45,62.54,34.86
45,1979-03-02,86.17,62.36,34.81
46,1979-03-05,82.75,59.99,33.97
47,1979-03-06,83.3,60.35,33.44
48,1979-03-07,84.17,60.83,33.66
49,1979-03-08,83.11,60.02,33.07
50,1979-03-09,83.74,60.56,33.39
51,1979-03-12,83.39,60.39,33.41
52,1979-03-13,83.08,60.29,33.22
53,1979-03-14,83.22,60.29,33.33
54,1979-03-15,83.43,60.48,33.33
55,1979-03-16,84.78,61.52,33.38
56,1979-03-19,84.17,61.06,34.12
57,1979-03-20,84.12,60.96,33.69
58,1979-03-21,83.36,60.5,33.46
59,1979-03-22,84.38,61.14,33.8
60,1979-03-23,84.26,61.08,33.62
61,1979-03-26,85.22,61.61,33.67
62,1979-03-27,84.9,61.5,33.94
63,1979-03-28,84.92,61.49,33.65
64,1979-03-29,83.91,60.85,33.26
65,1979-03-30,83.43,60.41,33.55
66,1979-04-02,83.29,60.6,33.59
67,1979-04-03,83.39,60.7,33.6
68,1979-04-04,83.3,60.6,33.57
69,1979-04-05,83.62,60.85,33.54
70,1979-04-06,83.3,60.6,33.25
71,1979-04-09,83.46,61.15,33.16
72,1979-04-10,83.3,60.91,32.98
73,1979-04-11,82.82,60.49,33.15
74,1979-04-12,81.29,59.53,32.49
75,1979-04-13,81.29,59.52,32.49
76,1979-04-16,81.29,59.52,32.49
77,1979-04-17,80.58,59.09,32.15
78,1979-04-18,81.03,59.31,32.73
79,1979-04-19,83.7,61.15,33.56
80,1979-04-20,82.14,60.25,33.31
81,1979-04-23,82.3,60.3,33.11
82,1979-04-24,83.29,60.9,33.59
83,1979-04-25,84.02,61.37,34.24
84,1979-04-26,84.16,61.49,34.31
85,1979-04-27,84.68,61.67,34.17
86,1979-04-30,85.23,62.33,33.93
87,1979-05-01,85.93,62.35,34.46
88,1979-05-02,85.58,62.49,34.32
89,1979-05-03,85.65,62.54,34.04
90,1979-05-04,86.33,63.03,34.29
91,1979-05-07,86.33,63.03,34.29
92,1979-05-08,86.5,63.14,34.83
93,1979-05-09,86.15,62.89,34.38
94,1979-05-10,87.65,64.09,35.34
95,1979-05-11,87.39,63.95,35.46
96,1979-05-14,87.21,63.83,35.3
97,1979-05-15,88.78,65.11,35.35
98,1979-05-16,89.12,65.33,35.76
99,1979-05-17,89.23,65.56,36.04
100,1979-05-18,89.09,65.72,36.18
101,1979-05-21,91.04,67.26,36.76
102,1979-05-22,92.22,68.05,37.31
103,1979-05-23,91.78,67.69,36.85
104,1979-05-24,91.64,67.5,36.87
105,1979-05-25,94.02,69.36,37.9
106,1979-05-28,94.02,69.36,37.9
107,1979-05-29,95.14,70.27,38.66
108,1979-05-30,93.9,69.22,38.12
109,1979-05-31,95.41,70.18,38.69
110,1979-06-01,95.59,70.46,38.54
111,1979-06-04,94.82,69.79,38.05
112,1979-06-05,95.47,70.3,38.3
113,1979-06-06,97.29,71.69,39.11
114,1979-06-07,95.92,70.65,39.07
115,1979-06-08,97.29,71.59,38.85
116,1979-06-11,98.11,72.21,39.44
117,1979-06-12,96.51,70.99,38.53
118,1979-06-13,96.11,70.62,37.92
119,1979-06-14,96.94,71.19,38.44
120,1979-06-15,97.29,71.05,38.31
121,1979-06-18,96.59,70.51,38.41
122,1979-06-19,97.39,70.58,37.99
123,1979-06-20,97.76,70.64,38.02
124,1979-06-21,98.09,70.77,37.89
125,1979-06-22,98.49,70.87,38.03
126,1979-06-25,98.63,70.54,38.07
127,1979-06-26,97.79,70.28,37.85
128,1979-06-27,97.92,70.22,37.66
129,1979-06-28,95.87,68.71,37.47
130,1979-06-29,96.42,68.97,38.45
131,1979-07-02,98.16,70.29,39.1
132,1979-07-03,97.76,69.95,38.79
133,1979-07-04,98.51,70.23,38.6
134,1979-07-05,100.16,71.27,38.99
135,1979-07-06,100.85,72.0,39.63
136,1979-07-09,100.02,71.62,39.97
137,1979-07-10,100.94,72.06,39.58
138,1979-07-11,100.87,71.73,39.47
139,1979-07-12,101.03,71.87,39.58
140,1979-07-13,99.88,71.05,39.26
141,1979-07-16,101.74,72.17,39.42
142,1979-07-17,102.95,72.69,39.59
143,1979-07-18,104.99,73.91,40.45
144,1979-07-19,103.94,73.23,39.67
145,1979-07-20,103.8,73.65,39.82
146,1979-07-23,105.94,74.77,40.0
147,1979-07-24,106.06,74.78,39.98
148,1979-07-25,105.4,74.54,39.58
149,1979-07-26,106.05,75.04,39.44
150,1979-07-27,106.25,75.3,40.06
151,1979-07-30,104.73,74.4,39.93
152,1979-07-31,103.01,73.31,41.91
153,1979-08-01,100.8,71.67,40.91
154,1979-08-02,101.29,71.94,41.22
155,1979-08-03,99.55,70.82,40.56
156,1979-08-06,98.23,69.8,40.9
157,1979-08-07,99.06,70.46,40.64
158,1979-08-08,100.42,71.39,41.35
159,1979-08-09,103.23,73.18,41.78
160,1979-08-10,105.54,74.86,43.01
161,1979-08-13,103.8,73.69,43.39
162,1979-08-14,101.46,72.14,41.88
163,1979-08-15,104.88,74.6,42.9
164,1979-08-16,103.49,73.55,42.57
165,1979-08-17,104.43,74.25,42.97
166,1979-08-20,103.8,73.81,42.95
167,1979-08-21,104.41,74.26,43.11
168,1979-08-22,108.06,76.78,44.8
169,1979-08-23,107.73,76.52,44.41
170,1979-08-24,109.36,77.65,44.96
171,1979-08-27,109.36,77.65,44.96
172,1979-08-28,110.06,78.23,44.85
173,1979-08-29,109.52,77.8,44.46
174,1979-08-30,110.89,78.89,45.26
175,1979-08-31,109.49,77.68,44.4
176,1979-09-03,112.2,79.65,44.71
177,1979-09-04,112.93,80.11,45.56
178,1979-09-05,114.32,81.02,46.18
179,1979-09-06,116.57,82.32,47.73
180,1979-09-07,114.37,80.68,46.32
181,1979-09-10,116.85,82.34,47.16
182,1979-09-11,117.96,83.29,47.57
183,1979-09-12,117.13,82.67,47.74
184,1979-09-13,115.69,81.82,47.82
185,1979-09-14,120.15,84.98,50.18
186,1979-09-17,122.22,86.36,51.31
187,1979-09-18,130.56,92.21,54.26
188,1979-09-19,128.21,90.45,55.15
189,1979-09-20,132.04,92.01,54.67
190,1979-09-21,128.21,89.25,54.27
191,1979-09-24,132.18,92.12,55.01
192,1979-09-25,130.89,91.26,54.83
193,1979-09-26,129.86,90.35,53.33
194,1979-09-27,137.42,94.94,55.18
195,1979-09-28,138.03,95.16,55.4
196,1979-10-01,144.11,99.26,55.98
197,1979-10-02,148.02,102.68,61.3
198,1979-10-03,139.68,97.1,58.91
199,1979-10-04,133.43,92.93,55.43
200,1979-10-05,133.77,93.24,51.78
201,1979-10-08,129.26,91.42,54.06
202,1979-10-09,134.05,95.08,53.75
203,1979-10-10,143.5,100.97,57.96
204,1979-10-11,139.51,98.36,56.8
205,1979-10-12,137.25,96.87,55.16
206,1979-10-15,139.99,99.04,57.14
207,1979-10-16,136.99,97.1,56.9
208,1979-10-17,134.12,95.2,55.36
209,1979-10-18,132.21,93.6,54.54
210,1979-10-19,136.55,96.67,55.44
211,1979-10-22,136.21,96.64,56.55
212,1979-10-23,133.77,95.25,56.38
213,1979-10-24,137.25,97.51,56.63
214,1979-10-25,136.14,96.62,56.9
215,1979-10-26,130.3,92.64,54.76
216,1979-10-29,129.95,92.64,54.91
217,1979-10-30,131.2,93.49,55.87
218,1979-10-31,132.73,94.44,53.1
219,1979-11-01,131.51,93.47,53.21
220,1979-11-02,129.53,91.76,52.41
221,1979-11-05,132.38,93.64,53.05
222,1979-11-06,133.53,94.83,53.63
223,1979-11-07,137.25,96.98,54.11
224,1979-11-08,135.34,96.02,54.66
225,1979-11-09,135.34,95.97,54.09
226,1979-11-12,136.64,97.1,54.07
227,1979-11-13,134.54,95.5,53.39
228,1979-11-14,135.51,95.71,53.47
229,1979-11-15,134.12,94.74,52.49
230,1979-11-16,135.63,95.54,52.0
231,1979-11-19,135.46,94.87,51.9
232,1979-11-20,134.73,94.45,52.1
233,1979-11-21,137.65,96.15,52.99
234,1979-11-22,136.61,95.59,52.74
235,1979-11-23,136.21,95.38,52.38
236,1979-11-26,137.33,95.87,52.78
237,1979-11-27,136.81,95.45,52.88
238,1979-11-28,142.88,99.61,54.08
239,1979-11-29,143.05,99.47,54.68
240,1979-11-30,144.42,99.91,58.24
241,1979-12-03,148.97,102.07,59.38
242,1979-12-04,149.83,103.41,60.85
243,1979-12-05,148.16,103.07,60.2
244,1979-12-06,150.71,104.63,60.89
245,1979-12-07,149.55,104.42,60.8
246,1979-12-10,149.81,104.5,61.08
247,1979-12-11,154.79,107.27,62.08
248,1979-12-12,155.06,107.31,62.96
249,1979-12-13,159.42,110.24,63.87
250,1979-12-14,158.72,110.09,64.15
251,1979-12-17,163.13,113.02,64.33
252,1979-12-18,166.0,114.75,66.13
253,1979-12-19,169.74,117.18,68.81
254,1979-12-20,163.83,113.26,66.63
255,1979-12-21,164.38,113.68,66.22
256,1979-12-24,164.38,113.2,66.09
257,1979-12-25,164.38,113.2,66.09
258,1979-12-26,164.38,113.2,66.09
259,1979-12-27,164.38,112.58,69.73
260,1979-12-28,177.9,122.01,70.77
261,1979-12-31,177.9,122.05,73.28
262,1980-01-01,177.9,122.05,73.28
263,1980-01-02,194.41,132.74,77.41
264,1980-01-03,220.29,150.42,87.6
265,1980-01-04,204.31,139.77,82.7
266,1980-01-07,220.12,150.24,86.95
267,1980-01-08,211.95,144.91,84.51
268,1980-01-09,210.98,144.11,82.08
269,1980-01-10,209.47,143.36,83.57
270,1980-01-11,216.47,148.4,83.89
271,1980-01-14,229.33,157.1,88.35
272,1980-01-15,237.67,163.36,92.97
273,1980-01-16,264.07,181.2,104.72
274,1980-01-17,260.6,178.92,99.29
275,1980-01-18,290.13,199.1,112.14
276,1980-01-21,295.34,203.15,114.59
277,1980-01-22,256.25,176.69,104.1
278,1980-01-23,241.49,166.22,88.55
279,1980-01-24,249.13,171.71,97.02
280,1980-01-25,232.11,160.09,94.83
281,1980-01-28,216.82,150.03,86.85
282,1980-01-29,234.28,162.0,93.27
283,1980-01-30,240.1,165.77,96.43
284,1980-01-31,226.89,157.09,111.98
285,1980-02-01,235.06,162.76,112.86
286,1980-02-04,232.71,160.97,111.71
287,1980-02-05,236.97,163.84,109.67
288,1980-02-06,246.35,169.74,114.35
289,1980-02-07,242.96,167.71,116.29
290,1980-02-08,240.44,166.14,113.81
291,1980-02-11,246.87,170.12,117.8
292,1980-02-12,241.31,166.54,116.39
293,1980-02-13,242.1,166.57,114.46
294,1980-02-14,236.97,163.12,113.01
295,1980-02-15,231.76,159.89,111.64
296,1980-02-18,229.85,158.71,110.05
297,1980-02-19,226.63,157.11,110.65
298,1980-02-20,210.56,145.89,104.57
299,1980-02-21,231.06,160.07,107.77
300,1980-02-22,218.9,152.35,107.76
301,1980-02-25,214.21,149.43,104.69
302,1980-02-26,223.16,155.78,106.67
303,1980-02-27,220.99,154.16,104.87
304,1980-02-28,224.46,156.62,106.49
305,1980-02-29,221.33,155.66,107.39
306,1980-03-03,220.21,155.38,108.36
307,1980-03-04,219.34,155.15,107.96
308,1980-03-05,223.59,158.24,109.19
309,1980-03-06,217.51,154.48,108.3
310,1980-03-07,211.61,150.42,103.06
311,1980-03-10,203.27,145.24,103.59
312,1980-03-11,198.14,141.84,97.45
313,1980-03-12,203.51,145.33,99.42
314,1980-03-13,193.36,139.01,98.53
315,1980-03-14,181.72,131.62,86.58
316,1980-03-17,168.17,124.42,83.78
317,1980-03-18,167.3,123.89,82.4
318,1980-03-19,183.11,135.29,89.39
319,1980-03-20,194.93,143.45,97.34
320,1980-03-21,182.42,135.07,93.62
321,1980-03-24,193.97,144.36,95.02
322,1980-03-25,190.15,141.98,95.48
323,1980-03-26,176.34,131.39,91.18
324,1980-03-27,168.61,127.12,85.2
325,1980-03-28,170.26,128.87,85.96
326,1980-03-31,171.82,131.21,85.22
327,1980-04-01,177.03,136.79,88.09
328,1980-04-02,173.91,133.4,84.69
329,1980-04-03,168.78,129.75,84.16
330,1980-04-04,168.78,129.75,84.16
331,1980-04-07,168.78,129.75,84.16
332,1980-04-08,183.46,140.23,87.67
333,1980-04-09,192.49,143.66,91.96
334,1980-04-10,182.77,136.03,90.49
335,1980-04-11,184.33,136.84,88.8
336,1980-04-14,184.07,136.27,88.67
337,1980-04-15,172.86,129.67,83.09
338,1980-04-16,180.68,133.65,84.85
339,1980-04-17,178.25,131.24,84.29
340,1980-04-18,179.15,131.98,84.47
341,1980-04-21,175.82,129.2,83.98
342,1980-04-22,174.57,128.75,80.99
343,1980-04-23,175.99,127.72,82.0
344,1980-04-24,179.19,129.65,83.18
345,1980-04-25,191.63,138.31,88.88
346,1980-04-28,182.16,130.68,85.9
347,1980-04-29,178.51,128.18,82.82
348,1980-04-30,179.99,129.45,88.59
349,1980-05-01,170.26,122.46,86.56
350,1980-05-02,178.08,129.21,87.13
351,1980-05-05,178.08,129.21,87.13
352,1980-05-06,178.08,127.45,87.47
353,1980-05-07,177.21,126.57,85.99
354,1980-05-08,179.2,128.46,86.6
355,1980-05-09,176.6,127.58,86.76
356,1980-05-12,178.34,127.88,86.23
357,1980-05-13,177.9,127.51,86.27
358,1980-05-14,182.42,130.6,87.31
359,1980-05-15,179.64,128.48,86.47
360,1980-05-16,179.46,128.76,87.08
361,1980-05-19,178.51,128.37,86.93
362,1980-05-20,176.42,126.92,85.75
363,1980-05-21,178.42,127.39,84.56
364,1980-05-22,174.08,124.19,83.97
365,1980-05-23,177.64,126.13,83.89
366,1980-05-26,177.64,126.13,83.89
367,1980-05-27,178.87,125.89,83.59
368,1980-05-28,182.94,129.21,85.6
369,1980-05-29,180.54,127.77,85.56
370,1980-05-30,186.07,131.83,91.55
371,1980-06-02,195.1,138.36,97.3
372,1980-06-03,191.97,136.22,97.23
373,1980-06-04,198.58,140.52,98.79
374,1980-06-05,202.14,143.07,100.78
375,1980-06-06,207.44,146.15,103.2
376,1980-06-09,216.73,152.55,107.83
377,1980-06-10,209.87,147.79,105.02
378,1980-06-11,207.09,146.13,102.96
379,1980-06-12,205.0,144.6,101.66
380,1980-06-13,211.4,148.53,105.08
381,1980-06-16,206.74,145.81,103.37
382,1980-06-17,205.61,145.38,102.44
383,1980-06-18,209.35,147.79,104.33
384,1980-06-19,208.13,147.05,103.44
385,1980-06-20,209.49,148.03,104.42
386,1980-06-23,207.26,146.29,102.81
387,1980-06-24,209.52,148.13,103.71
388,1980-06-25,216.3,152.83,107.65
389,1980-06-26,216.99,153.31,107.38
390,1980-06-27,221.51,156.52,108.7
391,1980-06-30,227.07,160.24,115.43
392,1980-07-01,229.33,161.91,114.12
393,1980-07-02,229.85,162.34,117.04
394,1980-07-03,230.54,162.71,116.22
395,1980-07-04,231.58,162.82,116.38
396,1980-07-07,231.93,162.17,114.72
397,1980-07-08,238.88,166.82,119.14
398,1980-07-09,233.15,162.96,117.31
399,1980-07-10,228.11,159.35,114.94
400,1980-07-11,231.76,162.01,114.56
401,1980-07-14,225.85,158.0,112.15
402,1980-07-15,215.25,151.08,107.45
403,1980-07-16,217.08,152.14,108.08
404,1980-07-17,217.95,152.18,108.67
405,1980-07-18,210.56,147.71,105.48
406,1980-07-21,214.56,150.18,107.08
407,1980-07-22,213.0,148.7,105.14
408,1980-07-23,219.34,153.23,108.81
409,1980-07-24,223.42,155.77,108.88
410,1980-07-25,226.46,158.06,112.03
411,1980-07-28,223.59,156.32,109.94
412,1980-07-29,224.72,158.17,111.81
413,1980-07-30,218.55,155.1,111.28
414,1980-07-31,213.43,151.94,109.41
415,1980-08-01,216.12,154.75,113.77
416,1980-08-04,219.16,156.28,110.15
417,1980-08-05,219.08,155.57,110.7
418,1980-08-06,218.12,154.36,109.77
419,1980-08-07,218.73,155.73,110.68
420,1980-08-08,218.9,155.91,110.38
421,1980-08-11,214.38,152.92,107.46
422,1980-08-12,210.22,149.82,107.17
423,1980-08-13,213.78,152.4,107.52
424,1980-08-14,217.51,155.55,108.74
425,1980-08-15,216.99,155.05,109.08
426,1980-08-18,212.73,152.76,106.62
427,1980-08-19,216.82,156.08,109.07
428,1980-08-20,220.55,158.56,109.06
429,1980-08-21,224.2,161.34,112.1
430,1980-08-22,222.1,160.64,112.09
431,1980-08-25,222.1,160.64,112.09
432,1980-08-26,218.5,157.84,109.63
433,1980-08-27,220.24,158.92,109.76
434,1980-08-28,220.74,158.47,110.01
435,1980-08-29,219.34,157.71,112.85
436,1980-09-01,218.47,156.76,111.03
437,1980-09-02,222.38,159.0,111.54
438,1980-09-03,221.25,158.02,112.48
439,1980-09-04,224.9,160.61,112.42
440,1980-09-05,226.2,161.95,114.49
441,1980-09-08,233.5,166.89,116.46
442,1980-09-09,232.97,166.66,119.83
443,1980-09-10,238.53,170.56,121.83
444,1980-09-11,234.19,167.36,119.67
445,1980-09-12,238.19,170.48,122.58
446,1980-09-15,231.58,166.0,119.73
447,1980-09-16,232.11,166.51,119.43
448,1980-09-17,233.84,167.48,120.98
449,1980-09-18,233.5,168.02,120.61
450,1980-09-19,234.19,168.96,120.67
451,1980-09-22,246.7,178.59,124.06
452,1980-09-23,247.05,179.38,127.99
453,1980-09-24,246.87,177.92,126.58
454,1980-09-25,242.44,175.07,125.42
455,1980-09-26,242.79,175.96,124.36
456,1980-09-29,236.01,171.63,122.68
457,1980-09-30,231.67,168.45,121.0
458,1980-10-01,236.97,171.99,122.48
459,1980-10-02,231.32,168.15,122.05
460,1980-10-03,229.5,166.87,120.96
461,1980-10-06,234.71,169.66,120.74
462,1980-10-07,235.63,170.85,122.48
463,1980-10-08,235.23,170.38,121.51
464,1980-10-09,239.75,173.81,122.62
465,1980-10-10,238.1,172.51,122.61
466,1980-10-13,236.19,171.38,122.18
467,1980-10-14,232.28,169.13,120.66
468,1980-10-15,235.58,172.19,121.1
469,1980-10-16,234.19,171.4,120.12
470,1980-10-17,232.97,171.51,119.19
471,1980-10-20,228.28,169.52,117.85
472,1980-10-21,226.72,168.45,115.53
473,1980-10-22,229.33,170.51,116.78
474,1980-10-23,220.47,163.7,114.6
475,1980-10-24,219.94,163.62,110.97
476,1980-10-27,221.42,165.83,112.06
477,1980-10-28,219.51,165.34,111.69
478,1980-10-29,223.77,168.0,113.64
479,1980-10-30,223.25,168.38,113.78
480,1980-10-31,218.55,165.21,119.75
481,1980-11-03,222.55,169.16,119.08
482,1980-11-04,224.46,170.59,121.14
483,1980-11-05,226.55,174.29,122.79
484,1980-11-06,219.6,169.12,119.22
485,1980-11-07,207.09,160.31,114.43
486,1980-11-10,212.82,161.29,118.26
487,1980-11-11,207.96,157.16,114.82
488,1980-11-12,215.25,163.23,116.8
489,1980-11-13,216.12,163.34,116.87
490,1980-11-14,212.82,161.78,117.49
491,1980-11-17,212.56,163.72,116.66
492,1980-11-18,215.08,164.81,118.15
493,1980-11-19,218.82,166.72,121.24
494,1980-11-20,219.08,167.57,122.02
495,1980-11-21,220.55,169.52,123.96
496,1980-11-24,219.25,168.41,124.44
497,1980-11-25,214.12,164.24,119.46
498,1980-11-26,216.47,166.42,121.18
499,1980-11-27,216.12,166.45,120.24
500,1980-11-28,215.34,165.96,118.31
501,1980-12-01,220.64,171.04,121.41
502,1980-12-02,217.86,169.16,120.09
503,1980-12-03,217.95,168.93,120.09
504,1980-12-04,219.42,170.35,121.13
505,1980-12-05,214.38,167.67,118.94
506,1980-12-08,214.47,167.77,117.81
507,1980-12-09,209.87,165.65,117.67
508,1980-12-10,201.18,160.47,114.04
509,1980-12-11,193.88,155.5,111.15
510,1980-12-12,195.54,155.94,106.91
511,1980-12-15,201.18,159.02,111.76
512,1980-12-16,194.93,156.83,108.83
513,1980-12-17,199.97,158.67,110.27
514,1980-12-18,199.27,158.63,111.33
515,1980-12-19,199.79,154.94,107.62
516,1980-12-22,206.65,162.28,113.36
517,1980-12-23,209.35,162.89,114.11
518,1980-12-24,209.35,162.58,114.03
519,1980-12-25,209.35,162.58,114.03
520,1980-12-26,209.35,162.58,114.03
521,1980-12-29,206.31,161.59,114.25
522,1980-12-30,204.92,159.86,110.18
523,1980-12-31,204.92,160.12,112.41
524,1981-01-01,204.92,160.12,112.41
525,1981-01-02,204.92,161.62,112.85
526,1981-01-05,207.61,161.28,111.79
527,1981-01-06,208.22,161.28,112.63
528,1981-01-07,203.27,158.27,111.23
529,1981-01-08,199.7,156.83,108.78
530,1981-01-09,200.75,158.67,110.28
531,1981-01-12,195.27,154.63,107.24
532,1981-01-13,195.54,156.26,108.04
533,1981-01-14,193.36,154.08,106.8
534,1981-01-15,198.58,158.61,107.59
535,1981-01-16,194.84,156.12,107.21
536,1981-01-19,196.92,157.69,105.82
537,1981-01-20,195.27,156.17,106.18
538,1981-01-21,200.83,159.88,108.14
539,1981-01-22,195.97,158.23,107.56
540,1981-01-23,192.15,155.63,104.56
541,1981-01-26,183.63,150.04,100.03
542,1981-01-27,182.07,149.67,98.02
543,1981-01-28,181.9,150.51,99.26
544,1981-01-29,171.56,142.57,96.02
545,1981-01-30,175.99,148.24,97.62
546,1981-02-02,171.47,144.18,95.6
547,1981-02-03,168.95,143.32,96.81
548,1981-02-04,175.47,147.55,97.38
549,1981-02-05,173.21,147.4,96.68
550,1981-02-06,173.91,147.68,98.38
551,1981-02-09,178.08,151.38,100.18
552,1981-02-10,180.51,153.95,100.86
553,1981-02-11,174.08,148.68,98.37
554,1981-02-12,170.34,147.58,97.02
555,1981-02-13,170.78,149.9,98.13
556,1981-02-16,170.34,151.88,98.24
557,1981-02-17,173.99,152.38,100.25
558,1981-02-18,175.47,153.04,100.84
559,1981-02-19,174.86,149.95,100.7
560,1981-02-20,177.73,149.7,101.45
561,1981-02-23,174.25,147.77,102.7
562,1981-02-24,174.77,148.95,102.66
563,1981-02-25,173.91,147.84,103.32
564,1981-02-26,170.95,146.0,101.29
565,1981-02-27,169.91,146.05,94.97
566,1981-03-02,161.74,140.55,92.96
567,1981-03-03,163.66,142.37,90.28
568,1981-03-04,161.74,139.37,92.42
569,1981-03-05,160.35,138.35,88.58
570,1981-03-06,162.27,140.07,89.96
571,1981-03-09,164.78,141.24,91.31
572,1981-03-10,169.3,144.14,92.88
573,1981-03-11,165.48,141.67,91.58
574,1981-03-12,166.09,141.99,91.91
575,1981-03-13,170.95,145.95,94.74
576,1981-03-16,173.64,147.13,95.29
577,1981-03-17,171.39,144.92,94.63
578,1981-03-18,175.82,146.86,95.62
579,1981-03-19,177.21,147.12,96.0
580,1981-03-20,179.55,150.54,96.08
581,1981-03-23,182.77,155.62,101.73
582,1981-03-24,186.33,158.31,100.11
583,1981-03-25,183.46,156.09,100.66
584,1981-03-26,187.46,160.81,101.37
585,1981-03-27,187.2,161.76,104.92
586,1981-03-30,182.94,157.64,101.28
587,1981-03-31,178.51,153.05,99.96
588,1981-04-01,178.68,153.09,100.7
589,1981-04-02,180.51,155.13,101.21
590,1981-04-03,181.72,157.35,103.57
591,1981-04-06,185.46,162.75,107.47
592,1981-04-07,178.68,155.88,102.84
593,1981-04-08,176.69,153.14,100.62
594,1981-04-09,174.77,152.68,101.78
595,1981-04-10,171.47,150.21,98.19
596,1981-04-13,164.61,145.49,95.86
597,1981-04-14,167.82,147.92,96.79
598,1981-04-15,165.48,147.12,97.1
599,1981-04-16,167.65,149.18,97.54
600,1981-04-17,167.65,149.18,97.54
601,1981-04-20,167.65,149.18,97.54
602,1981-04-21,167.13,148.89,97.23
603,1981-04-22,174.08,153.49,99.07
604,1981-04-23,169.74,150.04,98.11
605,1981-04-24,171.82,152.72,99.03
606,1981-04-27,167.82,149.18,98.54
607,1981-04-28,167.74,149.45,98.15
608,1981-04-29,165.83,149.25,97.45
609,1981-04-30,167.74,150.87,94.36
610,1981-05-01,169.39,152.22,94.93
611,1981-05-04,169.39,152.22,94.93
612,1981-05-05,165.48,152.85,94.73
613,1981-05-06,167.48,153.85,95.74
614,1981-05-07,166.0,153.22,95.66
615,1981-05-08,168.78,154.72,95.57
616,1981-05-11,171.3,159.44,100.08
617,1981-05-12,168.17,157.33,97.94
618,1981-05-13,168.26,157.36,98.28
619,1981-05-14,165.57,155.98,97.63
620,1981-05-15,168.52,158.7,97.71
621,1981-05-18,167.39,156.96,96.82
622,1981-05-19,167.3,157.19,97.66
623,1981-05-20,166.7,156.13,96.49
624,1981-05-21,165.05,156.0,97.39
625,1981-05-22,164.26,155.09,95.75
626,1981-05-25,164.26,155.09,95.75
627,1981-05-26,162.09,153.47,95.17
628,1981-05-27,162.18,154.15,95.36
629,1981-05-28,166.44,157.23,95.77
630,1981-05-29,166.52,157.55,94.58
631,1981-06-01,167.91,159.0,95.63
632,1981-06-02,164.7,157.97,95.03
633,1981-06-03,165.22,158.23,96.09
634,1981-06-04,160.7,157.4,97.71
635,1981-06-05,159.83,156.88,97.57
636,1981-06-08,164.52,160.82,96.93
637,1981-06-09,160.01,156.26,97.59
638,1981-06-10,161.66,155.86,96.09
639,1981-06-11,161.31,157.43,97.36
640,1981-06-12,164.0,159.88,97.5
641,1981-06-15,163.92,156.84,96.47
642,1981-06-16,160.35,153.3,95.63
643,1981-06-17,160.44,153.18,94.84
644,1981-06-18,159.49,153.76,95.23
645,1981-06-19,159.23,154.15,94.98
646,1981-06-22,160.53,154.4,94.83
647,1981-06-23,162.09,155.67,95.14
648,1981-06-24,160.53,155.04,95.47
649,1981-06-25,155.14,150.96,95.08
650,1981-06-26,153.58,149.05,92.99
651,1981-06-29,148.97,144.88,90.88
652,1981-06-30,148.02,144.2,83.44
653,1981-07-01,146.63,143.76,84.59
654,1981-07-02,144.02,141.39,83.17
655,1981-07-03,143.85,141.31,83.5
656,1981-07-06,140.29,139.42,81.14
657,1981-07-07,140.72,139.51,81.01
658,1981-07-08,138.2,138.53,81.33
659,1981-07-09,141.16,141.38,82.64
660,1981-07-10,144.72,143.71,83.8
661,1981-07-13,143.5,141.56,84.82
662,1981-07-14,139.77,139.11,82.73
663,1981-07-15,143.24,140.69,82.48
664,1981-07-16,145.33,142.49,84.65
665,1981-07-17,144.2,142.16,84.01
