,Time,US dollar,Euro,Korean won
5270,1999-03-12,101.63,109.05,104.25
5271,1999-03-15,100.66,108.01,103.0
5272,1999-03-16,98.33,105.85,100.29
5273,1999-03-17,98.92,105.53,100.94
5274,1999-03-18,98.58,105.36,100.42
5275,1999-03-19,98.58,105.95,100.05
5276,1999-03-22,98.78,106.37,100.45
5277,1999-03-23,98.71,106.38,100.58
5278,1999-03-24,98.77,106.2,100.47
5279,1999-03-25,98.47,106.35,100.16
5280,1999-03-26,97.22,106.36,98.85
5281,1999-03-29,97.34,106.66,99.17
5282,1999-03-30,97.15,106.01,98.94
5283,1999-03-31,97.1,105.62,99.08
5284,1999-04-01,97.48,105.87,99.22
5285,1999-04-02,97.48,106.11,99.3
5286,1999-04-05,97.48,106.76,99.43
5287,1999-04-06,96.77,105.59,98.54
5288,1999-04-07,97.34,105.88,98.96
5289,1999-04-08,97.64,105.83,99.34
5290,1999-04-09,97.5,106.24,99.17
5291,1999-04-12,98.4,106.53,100.04
5292,1999-04-13,98.49,107.18,100.06
5293,1999-04-14,98.47,106.96,99.59
5294,1999-04-15,98.56,107.88,99.84
5295,1999-04-16,98.75,108.31,99.94
5296,1999-04-19,98.75,109.26,98.88
5297,1999-04-20,98.8,108.87,97.63
5298,1999-04-21,98.42,108.95,97.25
5299,1999-04-22,98.47,109.12,97.84
5300,1999-04-23,98.44,108.59,97.54
5301,1999-04-26,97.81,108.33,96.49
5302,1999-04-27,97.65,107.69,96.07
5303,1999-04-28,98.33,108.6,96.47
5304,1999-04-29,98.33,109.03,96.12
5305,1999-04-30,99.58,110.53,98.42
5306,1999-05-03,99.58,110.66,98.59
5307,1999-05-04,99.13,109.73,98.66
5308,1999-05-05,99.37,109.28,99.0
5309,1999-05-06,100.05,109.0,100.05
5310,1999-05-07,98.12,106.81,98.12
5311,1999-05-10,96.59,105.0,96.47
5312,1999-05-11,97.1,106.31,96.78
5313,1999-05-12,96.44,106.1,96.68
5314,1999-05-13,96.54,106.67,96.82
5315,1999-05-14,95.9,105.25,96.3
5316,1999-05-17,95.93,105.53,96.27
5317,1999-05-18,95.57,105.23,95.41
5318,1999-05-19,94.68,104.32,94.47
5319,1999-05-20,95.21,105.22,94.75
5320,1999-05-21,94.96,105.64,94.23
5321,1999-05-24,94.58,105.05,93.54
5322,1999-05-25,94.41,104.49,93.15
5323,1999-05-26,93.64,104.95,92.75
5324,1999-05-27,93.45,104.92,92.36
5325,1999-05-28,93.33,104.81,92.04
5326,1999-05-31,93.33,105.09,92.08
5327,1999-06-01,92.72,104.04,91.54
5328,1999-06-02,92.82,105.23,91.56
5329,1999-06-03,91.99,104.34,90.63
5330,1999-06-04,92.18,105.05,90.74
5331,1999-06-07,92.29,105.25,90.83
5332,1999-06-08,91.16,102.66,89.3
5333,1999-06-09,90.79,102.21,88.04
5334,1999-06-10,89.85,100.59,87.2
5335,1999-06-11,90.24,100.99,87.6
5336,1999-06-14,90.46,101.81,88.02
5337,1999-06-15,90.34,101.85,87.56
5338,1999-06-16,89.89,102.33,87.05
5339,1999-06-17,89.7,102.1,87.01
5340,1999-06-18,89.98,101.73,87.06
5341,1999-06-21,90.1,102.54,87.33
5342,1999-06-22,89.84,102.36,86.59
5343,1999-06-23,90.05,102.55,87.05
5344,1999-06-24,90.39,102.6,87.01
5345,1999-06-25,90.58,101.64,87.01
5346,1999-06-28,90.44,102.39,86.98
5347,1999-06-29,91.04,103.41,87.61
5348,1999-06-30,90.69,103.26,87.29
5349,1999-07-01,91.24,104.57,88.36
5350,1999-07-02,91.42,105.04,88.48
5351,1999-07-05,90.97,104.41,88.02
5352,1999-07-06,89.51,102.54,86.9
5353,1999-07-07,89.33,102.61,87.07
5354,1999-07-08,89.37,103.09,87.73
5355,1999-07-09,89.4,103.03,88.14
5356,1999-07-12,88.95,103.02,87.51
5357,1999-07-13,88.48,102.07,86.49
5358,1999-07-14,88.69,102.04,87.25
5359,1999-07-15,88.01,100.87,86.59
5360,1999-07-16,88.83,102.09,87.31
5361,1999-07-19,88.24,101.85,87.14
5362,1999-07-20,87.84,99.09,87.11
5363,1999-07-21,88.43,98.89,88.28
5364,1999-07-22,88.24,98.76,88.64
5365,1999-07-23,88.71,99.52,89.14
5366,1999-07-26,88.08,97.06,88.52
5367,1999-07-27,88.46,97.75,88.5
5368,1999-07-28,88.29,97.68,87.95
5369,1999-07-29,88.22,96.68,88.33
5370,1999-07-30,88.81,97.44,88.89
5371,1999-08-02,88.72,97.72,88.54
5372,1999-08-03,88.95,97.95,88.62
5373,1999-08-04,88.9,96.99,88.75
5374,1999-08-05,88.95,96.71,88.84
5375,1999-08-06,88.86,96.78,88.64
5376,1999-08-09,89.12,97.81,88.83
5377,1999-08-10,89.12,97.52,88.87
5378,1999-08-11,89.56,98.66,89.48
5379,1999-08-12,90.44,99.76,90.67
5380,1999-08-13,90.5,100.56,90.82
5381,1999-08-16,89.99,99.99,90.03
5382,1999-08-17,90.22,100.83,90.44
5383,1999-08-18,90.79,101.17,90.79
5384,1999-08-19,89.65,99.06,89.38
5385,1999-08-20,89.73,98.96,89.55
5386,1999-08-23,88.92,98.69,88.55
5387,1999-08-24,88.05,98.25,87.75
5388,1999-08-25,87.86,98.67,87.05
5389,1999-08-26,87.96,99.06,87.08
5390,1999-08-27,88.19,99.05,86.72
5391,1999-08-30,88.19,99.12,86.84
5392,1999-08-31,88.53,98.42,86.91
5393,1999-09-01,88.5,98.1,87.19
5394,1999-09-02,88.33,96.84,87.41
5395,1999-09-03,88.39,97.9,87.55
5396,1999-09-06,88.46,98.21,87.73
5397,1999-09-07,88.81,98.43,88.15
5398,1999-09-08,89.0,98.6,88.41
5399,1999-09-09,89.26,99.24,88.37
5400,1999-09-10,88.95,99.75,88.1
5401,1999-09-13,89.05,100.67,88.17
5402,1999-09-14,89.21,100.44,88.53
5403,1999-09-15,89.35,100.93,88.53
5404,1999-09-16,88.92,100.38,88.62
5405,1999-09-17,88.64,100.05,88.67
5406,1999-09-20,88.74,100.1,88.59
5407,1999-09-21,89.94,100.82,89.94
5408,1999-09-22,91.52,102.33,91.9
5409,1999-09-23,91.85,103.4,92.27
5410,1999-09-24,93.82,105.25,94.48
5411,1999-09-27,97.67,109.82,98.32
5412,1999-09-28,104.76,117.16,106.07
5413,1999-09-29,106.67,118.08,108.0
5414,1999-09-30,103.89,114.55,105.1
5415,1999-10-01,106.85,117.27,108.0
5416,1999-10-04,108.67,119.26,109.57
5417,1999-10-05,113.1,124.33,113.48
5418,1999-10-06,110.58,121.28,110.67
5419,1999-10-07,112.4,122.98,112.4
5420,1999-10-08,112.32,124.1,112.41
5421,1999-10-11,110.41,121.85,110.6
5422,1999-10-12,111.28,121.79,111.46
5423,1999-10-13,111.8,121.99,112.03
5424,1999-10-14,111.54,121.48,111.98
5425,1999-10-15,109.71,118.37,109.94
5426,1999-10-18,108.32,117.26,108.41
5427,1999-10-19,107.54,116.96,107.81
5428,1999-10-20,106.67,116.23,106.85
5429,1999-10-21,105.23,114.32,105.49
5430,1999-10-22,105.07,115.4,105.31
5431,1999-10-25,104.93,115.41,105.15
5432,1999-10-26,102.99,114.21,103.07
5433,1999-10-27,100.97,112.62,100.8
5434,1999-10-28,102.94,114.96,102.68
5435,1999-10-29,103.93,116.11,103.67
5436,1999-11-01,101.23,113.29,100.64
5437,1999-11-02,101.03,113.06,100.23
5438,1999-11-03,101.11,113.29,100.21
5439,1999-11-04,100.97,113.52,99.46
5440,1999-11-05,100.66,113.53,99.32
5441,1999-11-08,100.16,113.41,98.56
5442,1999-11-09,101.03,114.03,99.45
5443,1999-11-10,102.76,115.64,100.8
5444,1999-11-11,102.85,116.06,100.35
5445,1999-11-12,101.2,115.16,98.48
5446,1999-11-15,101.08,115.16,99.27
5447,1999-11-16,102.24,116.47,100.16
5448,1999-11-17,102.03,115.29,99.87
5449,1999-11-18,102.02,116.12,99.56
5450,1999-11-19,102.07,116.45,99.62
5451,1999-11-22,102.47,116.51,100.0
5452,1999-11-23,103.28,117.83,100.45
5453,1999-11-24,103.37,119.04,99.85
5454,1999-11-25,103.68,119.43,99.87
5455,1999-11-26,103.14,119.72,99.47
5456,1999-11-29,101.55,118.48,97.89
5457,1999-11-30,101.23,118.06,97.59
5458,1999-12-01,100.47,117.06,96.69
5459,1999-12-02,99.37,116.29,94.99
5460,1999-12-03,98.25,115.21,93.98
5461,1999-12-06,95.93,110.17,91.75
5462,1999-12-07,97.03,111.4,91.87
5463,1999-12-08,97.62,111.87,91.29
5464,1999-12-09,96.94,111.85,91.06
5465,1999-12-10,97.52,112.66,91.85
5466,1999-12-13,97.12,112.74,91.12
5467,1999-12-14,97.03,113.31,91.46
5468,1999-12-15,97.31,113.86,91.8
5469,1999-12-16,97.39,112.34,91.56
5470,1999-12-17,98.73,114.85,92.81
5471,1999-12-20,98.77,115.0,93.26
5472,1999-12-21,98.25,114.35,92.67
5473,1999-12-22,99.29,115.67,93.43
5474,1999-12-23,99.83,115.44,93.85
5475,1999-12-24,99.83,115.44,93.85
5476,1999-12-27,99.83,115.82,94.11
5477,1999-12-28,99.83,116.38,94.87
5478,1999-12-29,101.08,118.14,95.99
5479,1999-12-30,100.85,118.15,95.01
5480,1999-12-31,100.85,118.15,95.01
5481,2000-01-03,100.85,116.64,94.56
5482,2000-01-04,97.81,111.49,91.28
5483,2000-01-05,97.45,110.7,91.94
5484,2000-01-06,97.08,110.16,92.54
5485,2000-01-07,98.02,111.87,92.72
5486,2000-01-10,97.85,111.93,92.21
5487,2000-01-11,98.07,111.83,93.46
5488,2000-01-12,98.07,112.1,93.32
5489,2000-01-13,98.02,112.06,92.54
5490,2000-01-14,98.44,114.18,92.05
5491,2000-01-17,99.15,115.47,92.39
5492,2000-01-18,99.31,115.36,93.03
5493,2000-01-19,99.95,116.22,94.21
5494,2000-01-20,100.1,116.43,93.69
5495,2000-01-21,99.98,116.59,93.75
5496,2000-01-24,99.79,116.92,93.3
5497,2000-01-25,100.07,116.75,93.79
5498,2000-01-26,99.34,116.51,93.14
5499,2000-01-27,99.22,117.88,92.86
5500,2000-01-28,99.64,119.4,92.84
5501,2000-01-31,98.44,118.15,91.97
5502,2000-02-01,98.33,118.69,92.12
5503,2000-02-02,99.24,119.86,93.29
5504,2000-02-03,99.04,118.17,93.07
5505,2000-02-04,102.03,122.29,95.84
5506,2000-02-07,108.65,130.43,102.03
5507,2000-02-08,102.94,122.54,96.67
5508,2000-02-09,107.23,127.2,100.18
5509,2000-02-10,107.37,127.95,100.04
5510,2000-02-11,108.23,128.98,100.35
5511,2000-02-14,107.14,128.37,100.46
5512,2000-02-15,105.72,126.22,99.08
5513,2000-02-16,105.11,125.47,98.38
5514,2000-02-17,105.89,126.11,99.37
5515,2000-02-18,105.47,125.73,99.07
5516,2000-02-21,106.06,126.18,99.89
5517,2000-02-22,105.02,122.47,99.08
5518,2000-02-23,104.93,122.76,99.09
5519,2000-02-24,103.8,122.38,98.71
5520,2000-02-25,102.15,122.56,96.55
5521,2000-02-28,101.63,123.43,95.89
5522,2000-02-29,102.03,124.45,95.97
5523,2000-03-01,101.77,123.45,95.47
5524,2000-03-02,100.73,122.41,93.8
5525,2000-03-03,100.24,122.39,93.37
5526,2000-03-06,100.35,122.58,93.4
5527,2000-03-07,100.68,123.47,93.65
5528,2000-03-08,101.18,124.13,94.16
5529,2000-03-09,100.94,122.32,94.22
5530,2000-03-10,100.85,122.79,93.9
5531,2000-03-13,100.99,122.67,94.1
5532,2000-03-14,100.33,122.37,93.3
5533,2000-03-15,100.47,121.76,93.44
5534,2000-03-16,99.84,120.47,92.79
5535,2000-03-17,98.64,119.62,91.65
5536,2000-03-20,99.29,120.26,92.31
5537,2000-03-21,99.08,119.79,91.99
5538,2000-03-22,100.0,122.13,92.54
5539,2000-03-23,98.94,119.73,91.31
5540,2000-03-24,98.97,119.62,91.25
5541,2000-03-27,98.73,119.45,91.31
5542,2000-03-28,97.52,118.4,90.2
5543,2000-03-29,97.2,119.74,89.67
5544,2000-03-30,95.81,117.74,88.22
5545,2000-03-31,96.16,118.01,88.38
5546,2000-04-03,96.42,118.39,89.21
5547,2000-04-04,96.2,118.32,89.08
5548,2000-04-05,97.74,118.85,90.63
5549,2000-04-06,97.06,118.84,89.72
5550,2000-04-07,97.34,119.25,89.63
5551,2000-04-10,98.07,120.0,90.51
5552,2000-04-11,98.16,119.71,90.59
5553,2000-04-12,97.43,119.44,89.79
5554,2000-04-13,97.78,120.17,89.97
5555,2000-04-14,97.98,120.35,90.54
5556,2000-04-17,97.9,120.39,90.67
5557,2000-04-18,97.67,120.83,90.17
5558,2000-04-19,97.76,122.05,90.19
5559,2000-04-20,97.24,121.54,89.67
5560,2000-04-21,97.24,121.54,89.67
5561,2000-04-24,97.24,121.51,89.66
5562,2000-04-25,97.12,122.97,89.5
5563,2000-04-26,95.97,122.02,88.43
5564,2000-04-27,95.9,123.54,88.52
5565,2000-04-28,95.57,123.15,88.2
5566,2000-05-01,95.57,123.54,88.22
5567,2000-05-02,95.71,123.79,88.33
5568,2000-05-03,95.76,126.12,88.39
5569,2000-05-04,97.29,128.05,89.91
5570,2000-05-05,97.55,128.31,90.15
5571,2000-05-08,96.56,126.86,89.1
5572,2000-05-09,96.0,124.93,88.56
5573,2000-05-10,96.46,124.29,88.96
5574,2000-05-11,96.16,124.95,88.96
5575,2000-05-12,96.13,124.5,88.99
5576,2000-05-15,95.57,122.47,88.6
5577,2000-05-16,95.9,124.42,88.88
5578,2000-05-17,94.89,125.06,88.01
5579,2000-05-18,94.79,124.55,88.17
5580,2000-05-19,94.91,124.83,88.61
5581,2000-05-22,95.21,123.67,89.54
5582,2000-05-23,95.22,123.04,89.8
5583,2000-05-24,95.1,123.07,89.6
5584,2000-05-25,94.98,122.98,89.24
5585,2000-05-26,94.27,119.56,89.13
5586,2000-05-29,94.27,119.32,89.16
5587,2000-05-30,94.91,119.52,89.7
5588,2000-05-31,94.6,119.78,88.85
5589,2000-06-01,94.68,119.41,89.17
5590,2000-06-02,97.85,121.69,91.55
5591,2000-06-05,98.42,122.36,91.46
5592,2000-06-06,100.21,122.72,93.04
5593,2000-06-07,98.71,121.12,91.38
5594,2000-06-08,99.29,122.28,92.1
5595,2000-06-09,98.82,122.02,91.63
5596,2000-06-12,98.89,121.74,91.56
5597,2000-06-13,101.29,123.81,93.84
5598,2000-06-14,99.77,122.17,92.45
5599,2000-06-15,99.86,123.1,92.57
5600,2000-06-16,100.8,123.2,93.57
5601,2000-06-19,99.34,121.48,92.69
5602,2000-06-20,99.44,122.23,92.55
5603,2000-06-21,99.39,123.35,92.51
5604,2000-06-22,99.95,124.93,92.99
5605,2000-06-23,99.31,124.52,92.43
5606,2000-06-26,98.7,123.68,91.77
5607,2000-06-27,98.61,122.76,91.7
5608,2000-06-28,100.07,124.23,92.89
5609,2000-06-29,100.68,124.12,93.33
5610,2000-06-30,100.12,122.65,92.84
5611,2000-07-03,99.95,123.34,92.58
5612,2000-07-04,99.55,123.07,92.33
5613,2000-07-05,99.67,122.37,92.58
5614,2000-07-06,98.99,121.64,91.95
5615,2000-07-07,98.28,121.59,91.41
5616,2000-07-10,98.71,121.68,91.8
5617,2000-07-11,98.28,121.36,91.24
5618,2000-07-12,97.27,120.95,90.23
5619,2000-07-13,97.57,122.51,90.11
5620,2000-07-14,97.38,122.01,90.11
5621,2000-07-17,98.14,123.29,90.82
5622,2000-07-18,98.25,123.75,90.98
5623,2000-07-19,97.01,123.25,89.73
5624,2000-07-20,97.06,123.29,89.72
5625,2000-07-21,97.05,122.21,89.81
5626,2000-07-24,97.2,122.33,90.05
5627,2000-07-25,97.19,121.24,90.15
5628,2000-07-26,97.08,120.98,90.04
5629,2000-07-27,97.24,121.58,90.12
5630,2000-07-28,96.63,122.39,89.74
5631,2000-07-31,96.16,121.87,89.3
5632,2000-08-01,96.46,122.37,89.5
5633,2000-08-02,96.46,123.94,89.49
5634,2000-08-03,95.73,124.29,88.75
5635,2000-08-04,95.19,123.02,88.3
5636,2000-08-07,94.93,122.71,88.22
5637,2000-08-08,94.89,123.84,88.07
5638,2000-08-09,94.51,123.63,87.62
5639,2000-08-10,94.58,122.2,87.65
5640,2000-08-11,94.75,122.98,87.9
5641,2000-08-14,95.71,124.31,88.86
5642,2000-08-15,95.26,122.49,88.42
5643,2000-08-16,96.02,123.68,89.05
5644,2000-08-17,96.32,123.67,89.27
5645,2000-08-18,95.76,123.74,88.8
5646,2000-08-21,95.41,123.97,88.43
5647,2000-08-22,95.0,124.2,88.01
5648,2000-08-23,94.91,124.68,87.98
5649,2000-08-24,94.72,123.2,87.76
5650,2000-08-25,95.08,123.39,88.09
5651,2000-08-28,95.08,124.17,87.92
5652,2000-08-29,95.21,124.72,87.89
5653,2000-08-30,94.96,124.82,87.54
5654,2000-08-31,96.25,127.12,88.74
5655,2000-09-01,96.25,125.58,88.5
5656,2000-09-04,96.13,125.46,88.28
5657,2000-09-05,95.55,126.62,87.83
5658,2000-09-06,95.26,127.39,87.72
5659,2000-09-07,94.75,127.75,87.5
5660,2000-09-08,94.77,128.45,87.4
5661,2000-09-11,94.7,129.04,87.34
5662,2000-09-12,95.43,130.2,88.01
5663,2000-09-13,94.68,128.6,87.36
5664,2000-09-14,94.89,129.36,88.0
5665,2000-09-15,94.72,128.87,88.21
5666,2000-09-18,94.86,130.37,89.25
5667,2000-09-19,94.46,129.95,88.49
5668,2000-09-20,94.3,130.66,88.34
5669,2000-09-21,93.64,128.93,87.76
5670,2000-09-22,95.19,126.78,89.8
5671,2000-09-25,94.81,127.48,88.7
5672,2000-09-26,95.5,127.42,88.91
5673,2000-09-27,95.95,127.85,88.85
5674,2000-09-28,96.04,127.74,89.11
5675,2000-09-29,95.08,126.52,88.18
5676,2000-10-02,94.89,126.38,88.23
5677,2000-10-03,94.54,126.68,87.94
5678,2000-10-04,94.28,126.85,87.78
5679,2000-10-05,93.95,126.89,87.43
5680,2000-10-06,93.82,126.67,87.18
5681,2000-10-09,93.82,126.77,87.18
5682,2000-10-10,93.99,127.13,87.57
5683,2000-10-11,94.77,127.35,88.47
5684,2000-10-12,95.21,129.62,88.87
5685,2000-10-13,94.94,129.72,89.26
5686,2000-10-16,94.37,130.59,88.56
5687,2000-10-17,93.9,129.74,88.59
5688,2000-10-18,94.51,130.94,89.48
5689,2000-10-19,93.92,131.36,88.92
5690,2000-10-20,93.97,131.75,88.34
5691,2000-10-23,94.32,132.49,89.38
5692,2000-10-24,93.88,131.69,88.73
5693,2000-10-25,92.7,131.36,87.77
5694,2000-10-26,92.56,131.12,87.64
5695,2000-10-27,91.66,127.73,86.63
5696,2000-10-30,91.99,127.84,87.1
5697,2000-10-31,91.9,127.33,86.94
5698,2000-11-01,92.25,126.32,87.21
5699,2000-11-02,92.03,125.64,86.88
5700,2000-11-03,91.96,125.04,86.78
5701,2000-11-06,92.32,125.89,87.02
5702,2000-11-07,92.25,125.86,87.27
5703,2000-11-08,91.77,125.84,86.61
5704,2000-11-09,91.96,125.72,86.7
5705,2000-11-10,92.03,125.15,86.9
5706,2000-11-13,92.03,125.64,87.2
5707,2000-11-14,92.06,125.98,87.08
5708,2000-11-15,91.94,125.63,86.95
5709,2000-11-16,92.67,127.38,87.84
5710,2000-11-17,92.16,126.92,87.6
5711,2000-11-20,92.48,127.93,88.86
5712,2000-11-21,92.48,128.42,89.71
5713,2000-11-22,92.48,128.78,90.55
5714,2000-11-23,92.32,128.74,91.71
5715,2000-11-24,92.27,129.02,91.27
5716,2000-11-27,93.17,128.89,92.01
5717,2000-11-28,93.8,128.83,92.63
5718,2000-11-29,93.5,127.66,93.5
5719,2000-11-30,93.5,126.13,94.51
5720,2000-12-01,93.54,125.82,94.08
5721,2000-12-04,94.06,124.19,95.31
5722,2000-12-05,94.09,124.85,94.09
5723,2000-12-06,94.37,125.28,94.14
5724,2000-12-07,95.17,125.6,94.93
5725,2000-12-08,94.84,125.4,93.89
5726,2000-12-11,94.06,125.81,92.45
5727,2000-12-12,94.08,125.94,93.14
5728,2000-12-13,93.68,125.63,92.84
5729,2000-12-14,93.57,123.82,93.57
5730,2000-12-15,93.94,122.91,94.33
5731,2000-12-18,93.88,123.07,94.08
5732,2000-12-19,93.66,123.42,94.13
5733,2000-12-20,94.67,122.59,95.81
5734,2000-12-21,94.89,121.9,96.89
5735,2000-12-22,94.89,120.66,97.63
5736,2000-12-25,94.89,120.66,97.63
5737,2000-12-26,94.89,119.96,98.82
5738,2000-12-27,95.57,120.6,100.02
5739,2000-12-28,95.36,120.97,99.33
5740,2000-12-29,95.36,119.27,100.32
5741,2001-01-01,95.36,119.27,100.32
5742,2001-01-02,94.2,116.74,99.92
5743,2001-01-03,92.82,115.25,98.07
5744,2001-01-04,92.81,115.38,97.55
5745,2001-01-05,92.91,114.64,97.64
5746,2001-01-08,93.22,115.25,97.94
5747,2001-01-09,92.77,115.82,96.61
5748,2001-01-10,92.53,115.49,97.75
5749,2001-01-11,91.78,113.46,97.56
5750,2001-01-12,91.63,113.4,97.39
5751,2001-01-15,91.56,114.13,97.91
5752,2001-01-16,91.89,114.68,98.02
5753,2001-01-17,91.56,115.56,97.31
5754,2001-01-18,92.04,114.44,98.36
5755,2001-01-19,92.04,115.59,97.74
5756,2001-01-22,92.48,116.1,97.98
5757,2001-01-23,92.46,115.59,97.97
5758,2001-01-24,91.82,116.83,97.38
5759,2001-01-25,92.04,117.46,97.71
5760,2001-01-26,91.57,116.63,97.54
5761,2001-01-29,91.33,116.77,96.08
5762,2001-01-30,92.06,116.94,96.87
5763,2001-01-31,91.9,116.05,96.07
5764,2001-02-01,93.0,116.14,97.17
5765,2001-02-02,92.67,116.59,96.21
5766,2001-02-05,92.23,115.22,96.8
5767,2001-02-06,91.28,115.07,95.49
5768,2001-02-07,91.44,115.13,96.19
5769,2001-02-08,91.37,116.79,96.19
5770,2001-02-09,90.31,114.73,94.92
5771,2001-02-12,90.72,114.59,95.4
5772,2001-02-13,90.6,115.48,94.44
5773,2001-02-14,90.43,115.61,94.11
5774,2001-02-15,89.84,116.75,93.5
5775,2001-02-16,89.45,114.7,92.47
5776,2001-02-19,90.15,114.98,93.41
5777,2001-02-20,89.04,115.04,91.3
5778,2001-02-21,89.47,115.18,92.19
5779,2001-02-22,89.94,116.34,92.82
5780,2001-02-23,90.5,117.0,93.98
5781,2001-02-26,91.45,118.05,94.83
5782,2001-02-27,93.22,119.16,96.83
5783,2001-02-28,92.67,118.33,96.65
5784,2001-03-01,92.55,116.9,97.05
5785,2001-03-02,91.42,114.75,96.32
5786,2001-03-05,91.21,115.29,96.63
5787,2001-03-06,90.98,114.83,95.72
5788,2001-03-07,90.57,114.69,95.97
5789,2001-03-08,91.61,115.44,96.71
5790,2001-03-09,93.75,118.13,98.93
5791,2001-03-12,94.68,119.66,100.71
5792,2001-03-13,93.57,119.79,99.21
5793,2001-03-14,91.68,118.08,97.36
5794,2001-03-15,91.05,117.94,97.3
5795,2001-03-16,90.58,118.63,97.44
5796,2001-03-19,90.53,118.39,97.53
5797,2001-03-20,90.88,118.2,97.95
5798,2001-03-21,91.04,119.11,99.1
5799,2001-03-22,90.74,120.58,99.8
5800,2001-03-23,91.33,120.09,99.42
5801,2001-03-26,91.1,119.47,99.3
5802,2001-03-27,91.04,119.02,99.25
5803,2001-03-28,90.39,119.37,97.8
5804,2001-03-29,90.39,120.35,99.38
5805,2001-03-30,89.54,118.95,99.11
5806,2001-04-02,88.93,118.41,99.81
5807,2001-04-03,89.33,118.31,99.81
5808,2001-04-04,90.15,117.26,102.56
5809,2001-04-05,89.68,117.46,102.02
5810,2001-04-06,89.92,117.15,100.37
5811,2001-04-09,89.99,117.16,100.24
5812,2001-04-10,89.18,117.64,98.85
5813,2001-04-11,89.54,118.85,98.66
5814,2001-04-12,90.08,118.39,98.59
5815,2001-04-13,90.08,118.39,98.59
5816,2001-04-16,90.08,119.62,99.59
5817,2001-04-17,90.53,120.52,99.72
5818,2001-04-18,89.94,121.01,98.36
5819,2001-04-19,91.42,120.76,98.72
5820,2001-04-20,91.68,119.46,100.1
5821,2001-04-23,91.24,119.41,99.67
5822,2001-04-24,91.52,120.23,99.44
5823,2001-04-25,91.56,119.83,99.57
5824,2001-04-26,91.56,119.22,100.24
5825,2001-04-27,91.94,120.95,101.42
5826,2001-04-30,91.44,121.11,100.14
5827,2001-05-01,91.73,120.86,100.46
5828,2001-05-02,91.71,120.79,99.3
5829,2001-05-03,92.56,121.64,99.68
5830,2001-05-04,92.63,121.53,99.53
5831,2001-05-07,92.63,122.03,99.89
5832,2001-05-08,92.15,122.24,99.85
5833,2001-05-09,93.07,123.59,100.75
5834,2001-05-10,93.28,124.02,101.31
5835,2001-05-11,93.49,125.3,100.83
5836,2001-05-14,93.24,125.28,100.61
5837,2001-05-15,92.63,123.81,100.41
5838,2001-05-16,94.13,125.0,102.46
5839,2001-05-17,95.21,126.86,103.08
5840,2001-05-18,94.86,127.03,102.86
5841,2001-05-21,101.2,135.8,109.57
5842,2001-05-22,98.73,133.8,106.65
5843,2001-05-23,98.38,134.22,105.26
5844,2001-05-24,99.39,136.1,106.21
5845,2001-05-25,95.99,131.56,102.9
5846,2001-05-28,95.99,131.05,103.45
5847,2001-05-29,95.81,131.72,102.75
5848,2001-05-30,94.16,128.98,100.94
5849,2001-05-31,92.95,128.77,99.01
5850,2001-06-01,92.22,127.93,98.47
5851,2001-06-04,92.6,128.29,98.91
5852,2001-06-05,92.32,127.84,98.77
5853,2001-06-06,92.25,127.93,98.62
5854,2001-06-07,92.46,127.69,98.84
5855,2001-06-08,92.77,128.41,99.18
5856,2001-06-11,93.29,130.14,99.93
5857,2001-06-12,93.78,129.7,100.6
5858,2001-06-13,94.49,130.31,101.53
5859,2001-06-14,94.65,129.42,101.69
5860,2001-06-15,94.58,128.82,101.62
5861,2001-06-18,94.51,128.86,101.54
5862,2001-06-19,95.0,130.11,103.01
5863,2001-06-20,94.34,130.04,101.67
5864,2001-06-21,94.41,129.87,102.22
5865,2001-06-22,94.96,130.52,102.9
5866,2001-06-25,94.82,129.28,102.67
5867,2001-06-26,95.21,129.74,102.88
5868,2001-06-27,95.48,130.39,103.03
5869,2001-06-28,93.64,129.6,101.47
5870,2001-06-29,94.02,130.42,101.69
5871,2001-07-02,93.24,129.38,100.8
5872,2001-07-03,93.29,129.39,100.28
5873,2001-07-04,92.98,129.09,100.17
5874,2001-07-05,92.53,129.83,99.69
5875,2001-07-06,92.11,128.08,99.31
5876,2001-07-09,92.46,127.86,99.61
5877,2001-07-10,92.93,127.5,100.39
5878,2001-07-11,92.96,126.75,101.14
5879,2001-07-12,92.53,127.46,100.1
5880,2001-07-13,92.55,127.6,100.67
5881,2001-07-16,93.21,128.02,101.69
5882,2001-07-17,92.98,128.23,101.6
5883,2001-07-18,93.31,125.76,101.77
5884,2001-07-19,93.92,126.81,101.87
5885,2001-07-20,93.71,126.07,101.75
5886,2001-07-23,93.36,126.31,101.55
5887,2001-07-24,93.38,125.41,101.69
5888,2001-07-25,93.26,124.56,101.79
5889,2001-07-26,92.95,124.48,100.1
5890,2001-07-27,92.48,124.34,99.99
5891,2001-07-30,92.53,124.15,100.4
5892,2001-07-31,92.39,123.99,99.73
5893,2001-08-01,92.89,124.1,100.18
5894,2001-08-02,92.77,123.53,99.41
5895,2001-08-03,93.07,123.39,99.72
5896,2001-08-06,92.84,123.84,99.48
5897,2001-08-07,92.58,123.99,99.13
5898,2001-08-08,92.56,124.03,98.91
5899,2001-08-09,93.82,123.96,100.52
5900,2001-08-10,95.83,125.68,102.13
5901,2001-08-13,95.76,125.16,102.29
5902,2001-08-14,95.38,124.81,102.2
5903,2001-08-15,95.67,123.31,102.52
5904,2001-08-16,95.87,123.33,101.96
